row_name,consistency_model,consistency_cite,versioning,versioning_cite,tombstoning,tombstoning_cite,schema_evolution,schema_evolution_cite,namespace,namespace_cite,contradiction,contradiction_cite,forgetting,forgetting_cite
Chroma,strong,https://docs.trychroma.com/,none,https://docs.trychroma.com/,hard-delete supported,https://docs.trychroma.com/reference/Collection#delete,free-form / no schema,https://docs.trychroma.com/usage-guide,per-project,https://docs.trychroma.com/usage-guide#using-collections,always overwrite (last-write-wins),https://docs.trychroma.com/usage-guide#updating-data-in-a-collection,user-controlled forget,https://docs.trychroma.com/reference/Collection#delete
ChunkRAG,not specified - paper does not address this dimension,taxonomy/tags.json,none,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,N/A,https://arxiv.org/abs/2410.19572,N/A,inferred from primary tags (storage/update/governance)
Clarivate,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,soft-delete only,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),not specified - vendor docs do not address this dimension,taxonomy/tags.json,human review queue,https://clarivate.com/,not specified - vendor docs do not address this dimension,taxonomy/tags.json
Claude Code auto-memory,strong,inferred from primary tags (storage/update/governance),immutable append-log,taxonomy/tags.json,hard-delete supported,inferred from primary tags (storage/update/governance),free-form / no schema,inferred from primary tags (storage/update/governance),hierarchical,inferred from primary tags (storage/update/governance),always append (no resolution),https://docs.claude.com/en/docs/claude-code/memory,user-controlled forget,inferred from primary tags (storage/update/governance)
Claude-CursorMemoryMCP,not specified - vendor docs do not address this dimension,taxonomy/tags.json,immutable append-log,taxonomy/tags.json,soft-delete only,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),LLM resolves and overwrites,https://github.com/Angleito/Claude-CursorMemoryMCP,none (permanent),inferred from primary tags (storage/update/governance)
Cline .clinerules,strong,inferred from primary tags (storage/update/governance),snapshots,inferred from primary tags (storage/update/governance),hard-delete supported,inferred from primary tags (storage/update/governance),free-form / no schema,inferred from primary tags (storage/update/governance),hierarchical,inferred from primary tags (storage/update/governance),version both with timestamps,https://cline.bot/blog/clinerules-version-controlled-shareable-and-ai-editable-instructions,user-controlled forget,inferred from primary tags (storage/update/governance)
Cline Memory Bank,strong,inferred from primary tags (storage/update/governance),snapshots,inferred from primary tags (storage/update/governance),hard-delete supported,inferred from primary tags (storage/update/governance),free-form / no schema,inferred from primary tags (storage/update/governance),hierarchical,inferred from primary tags (storage/update/governance),human review queue,https://docs.cline.bot/features/memory-bank,user-controlled forget,inferred from primary tags (storage/update/governance)
Clio Duo / Manage AI,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,soft-delete only,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),LLM resolves and overwrites,inferred from primary tags (storage/update/governance),not specified - vendor docs do not address this dimension,taxonomy/tags.json
Cloudflare Agent Memory,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json
CoCounsel Legal (Thomson Reuters),not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,soft-delete only,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),always overwrite (last-write-wins),inferred from primary tags (storage/update/governance),TTL-based,inferred from primary tags (storage/update/governance)
Cognee,eventual,https://docs.cognee.ai/,snapshots,https://docs.cognee.ai/,soft-delete only,https://docs.cognee.ai/,schema with migration,https://docs.cognee.ai/,per-project,https://docs.cognee.ai/core-concepts/main-operations,LLM resolves and overwrites,https://docs.cognee.ai/,user-controlled forget,https://docs.cognee.ai/
Cognee MCP,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),LLM resolves and overwrites,https://github.com/topoteretes/cognee,not specified - vendor docs do not address this dimension,taxonomy/tags.json
Cognigy,not specified - vendor docs do not address this dimension,taxonomy/tags.json,immutable append-log,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,per-tenant,inferred from primary tags (storage/update/governance),always overwrite (last-write-wins),inferred from primary tags (storage/update/governance),none (permanent),inferred from primary tags (storage/update/governance)
ComoRAG,not specified - paper does not address this dimension,taxonomy/tags.json,snapshots,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,N/A,https://arxiv.org/abs/2508.10419,consolidation/summarization,taxonomy/tags.json
Compressive Transformer,strong,inferred from primary tags (storage/update/governance),snapshots,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,schema locked,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),LLM resolves and overwrites,inferred from primary tags (storage/update/governance),consolidation/summarization,taxonomy/tags.json
