row_name,validated_verticals,validated_verticals_cite,time_to_running,time_to_running_cite,anti_fit,anti_fit_cite,optimised_for,optimised_for_cite,adjacent_infrastructure,adjacent_infrastructure_cite
Meta-Memory,"robotics (humanoid, manipulation), autonomous-driving, embodied AI research",,weeks-to-months (custom robot/vehicle integration) or research-only code release,,not for non-embodied / non-physical use cases,,real-time perception + spatial reasoning + multi-modal sensor fusion,,requires robot / vehicle hardware + sensor stack,
GWM (Gaussian World Models),"robotics (humanoid, manipulation), autonomous-driving, embodied AI research",,weeks-to-months (custom robot/vehicle integration) or research-only code release,,not for non-embodied / non-physical use cases,,real-time perception + spatial reasoning + multi-modal sensor fusion,,requires robot / vehicle hardware + sensor stack,
Wayve GAIA-2 / GAIA-3,"robotics (humanoid, manipulation), autonomous-driving, embodied AI research",,weeks-to-months (custom robot/vehicle integration) or research-only code release,,not for non-embodied / non-physical use cases,,real-time perception + spatial reasoning + multi-modal sensor fusion,,requires robot / vehicle hardware + sensor stack,
Tesla FSD V13 — Occupancy + 4D World,"robotics (humanoid, manipulation), autonomous-driving, embodied AI research",,weeks-to-months (custom robot/vehicle integration) or research-only code release,,not for non-embodied / non-physical use cases,,real-time perception + spatial reasoning + multi-modal sensor fusion,,requires robot / vehicle hardware + sensor stack,
Sanctuary AI Carbon (Phoenix Gen 7/8),"robotics (humanoid, manipulation), autonomous-driving, embodied AI research",,weeks-to-months (custom robot/vehicle integration) or research-only code release,,not for non-embodied / non-physical use cases,,real-time perception + spatial reasoning + multi-modal sensor fusion,,requires robot / vehicle hardware + sensor stack,
Skild Brain,"robotics (humanoid, manipulation), autonomous-driving, embodied AI research",,weeks-to-months (custom robot/vehicle integration) or research-only code release,,not for non-embodied / non-physical use cases,,real-time perception + spatial reasoning + multi-modal sensor fusion,,requires robot / vehicle hardware + sensor stack,
ELSA Speak,"K-12 + higher-ed + adult learners (language, study tools, tutoring)",,<10min (hosted SaaS sign-up),,not for non-educational use cases,,learner profile + spaced repetition + assessment-driven adaptation,,self-contained app + LMS integration where applicable,
Duolingo Max,"K-12 + higher-ed + adult learners (language, study tools, tutoring)",,<10min (hosted SaaS sign-up),,not for non-educational use cases,,learner profile + spaced repetition + assessment-driven adaptation,,self-contained app + LMS integration where applicable,
Quizlet — AI Study Tools / Magic Notes,"K-12 + higher-ed + adult learners (language, study tools, tutoring)",,<10min (hosted SaaS sign-up),,not for non-educational use cases,,learner profile + spaced repetition + assessment-driven adaptation,,self-contained app + LMS integration where applicable,
MagicSchool,"K-12 + higher-ed + adult learners (language, study tools, tutoring)",,<10min (hosted SaaS sign-up),,not for non-educational use cases,,learner profile + spaced repetition + assessment-driven adaptation,,self-contained app + LMS integration where applicable,
Khanmigo,"K-12 + higher-ed + adult learners (language, study tools, tutoring)",,<10min (hosted SaaS sign-up),,not for non-educational use cases,,learner profile + spaced repetition + assessment-driven adaptation,,self-contained app + LMS integration where applicable,
SchoolAI,"K-12 + higher-ed + adult learners (language, study tools, tutoring)",,<10min (hosted SaaS sign-up),,not for non-educational use cases,,learner profile + spaced repetition + assessment-driven adaptation,,self-contained app + LMS integration where applicable,
Speak,"K-12 + higher-ed + adult learners (language, study tools, tutoring)",,<10min (hosted SaaS sign-up),,not for non-educational use cases,,learner profile + spaced repetition + assessment-driven adaptation,,self-contained app + LMS integration where applicable,
Synthesis Tutor,"K-12 + higher-ed + adult learners (language, study tools, tutoring)",,<10min (hosted SaaS sign-up),,not for non-educational use cases,,learner profile + spaced repetition + assessment-driven adaptation,,self-contained app + LMS integration where applicable,
ChatGPT Study Mode,"K-12 + higher-ed + adult learners (language, study tools, tutoring)",,<10min (hosted SaaS sign-up),,not for non-educational use cases,,learner profile + spaced repetition + assessment-driven adaptation,,self-contained app + LMS integration where applicable,
ImplicitMemBench,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",
MemEvoBench,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",
ICLR 2026 MemAgents Workshop,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",
LongMemEval,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",
LoCoMo,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",
NIAH (Needle in a Haystack),"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",
BABILong,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",
RULER,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",
HELMET,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",
InfiniteBench (∞Bench),"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",
LongBench,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",
MemBench,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",
MemoryAgentBench,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",
MemoryArena,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",
MemoryBench (Tsinghua THUIR),"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",,"not applicable - eval dataset, not a system",
Zep / Graphiti,agent developers + AI platform teams (horizontal),,<10min (hosted SaaS) to <1hr (self-host),,not for use cases that don't run agent workloads in production,,memory operation tracing + drift / poisoning detection,,BYO agent stack; this layer observes it,
Galileo (galileo.ai),agent developers + AI platform teams (horizontal),,<10min (hosted SaaS) to <1hr (self-host),,not for use cases that don't run agent workloads in production,,memory operation tracing + drift / poisoning detection,,BYO agent stack; this layer observes it,
Langfuse,agent developers + AI platform teams (horizontal),,<10min (hosted SaaS) to <1hr (self-host),,not for use cases that don't run agent workloads in production,,memory operation tracing + drift / poisoning detection,,BYO agent stack; this layer observes it,
Mem0 (with AgentOps),agent developers + AI platform teams (horizontal),,<10min (hosted SaaS) to <1hr (self-host),,not for use cases that don't run agent workloads in production,,memory operation tracing + drift / poisoning detection,,BYO agent stack; this layer observes it,
Ratine,agent developers + AI platform teams (horizontal),,<10min (hosted SaaS) to <1hr (self-host),,not for use cases that don't run agent workloads in production,,memory operation tracing + drift / poisoning detection,,BYO agent stack; this layer observes it,
AgentOps,agent developers + AI platform teams (horizontal),,<10min (hosted SaaS) to <1hr (self-host),,not for use cases that don't run agent workloads in production,,memory operation tracing + drift / poisoning detection,,BYO agent stack; this layer observes it,
LangSmith,agent developers + AI platform teams (horizontal),,<10min (hosted SaaS) to <1hr (self-host),,not for use cases that don't run agent workloads in production,,memory operation tracing + drift / poisoning detection,,BYO agent stack; this layer observes it,
Lakera Guard / Lakera Red,"regulated enterprise: financial-services, healthcare, government, legal",,<1day to <1week (enterprise procurement + integration),,not for hobbyist / non-production use cases,,governance + compliance + audit + adversarial hardening,,BYO agent stack; this layer guards it,
OWASP Agent Memory Guard,"regulated enterprise: financial-services, healthcare, government, legal",,<1day to <1week (enterprise procurement + integration),,not for hobbyist / non-production use cases,,governance + compliance + audit + adversarial hardening,,BYO agent stack; this layer guards it,
Microsoft Agent Governance Toolkit,"regulated enterprise: financial-services, healthcare, government, legal",,<1day to <1week (enterprise procurement + integration),,not for hobbyist / non-production use cases,,governance + compliance + audit + adversarial hardening,,BYO agent stack; this layer guards it,
Mem0 Security / OpenMemory,"regulated enterprise: financial-services, healthcare, government, legal",,<1day to <1week (enterprise procurement + integration),,not for hobbyist / non-production use cases,,governance + compliance + audit + adversarial hardening,,BYO agent stack; this layer guards it,
Enkrypt AI,"regulated enterprise: financial-services, healthcare, government, legal",,<1day to <1week (enterprise procurement + integration),,not for hobbyist / non-production use cases,,governance + compliance + audit + adversarial hardening,,BYO agent stack; this layer guards it,
Acuvity (now Proofpoint),"regulated enterprise: financial-services, healthcare, government, legal",,<1day to <1week (enterprise procurement + integration),,not for hobbyist / non-production use cases,,governance + compliance + audit + adversarial hardening,,BYO agent stack; this layer guards it,
HiddenLayer AISec Platform 2.0,"regulated enterprise: financial-services, healthcare, government, legal",,<1day to <1week (enterprise procurement + integration),,not for hobbyist / non-production use cases,,governance + compliance + audit + adversarial hardening,,BYO agent stack; this layer guards it,
Zep — governance posture,"regulated enterprise: financial-services, healthcare, government, legal",,<1day to <1week (enterprise procurement + integration),,not for hobbyist / non-production use cases,,governance + compliance + audit + adversarial hardening,,BYO agent stack; this layer guards it,
From Human Memory to AI Memory (survey),not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,
Externalization in LLM Agents,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,
Memory as Metabolism,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,
LLM as OS Kernel,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,
LLM OS Specs,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,
Context Engineering,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,
LLM Wiki — compiled memory,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,
Four-Type Agent Memory Taxonomy,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,
Context Expansion Law,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,
Files Are All You Need,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,
RL-Based Continual Learning as Memory,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,
Memory Poisoning as Attack Surface,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,
Context Engineering — naming event,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,
JEPA Six-Module World Model (informal),not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,,not applicable - theoretical / not a system,
